Name,Lat,Long,Elevation,NZS1170SiteClass,Vs30_median,Sigmaln_Vs30,Q_Vs30,Vs30_Ref,T_median,sigmaln_T,Q_T,D_T,T_Ref,Z1.0_median,sigmaln_Z1.0,Q_Z1.0,Z1.0_Bedrock,Z1.0_Ref,Z2.5_median,sigmaln_Z2.5,Q_Z2.5,Z2.5_Ref,Reference_site,TopoT_median,Deeprock_T,,BH,CPT,Bedrock?,Liquefiable?,Soft Soils?,DH,XH,SW,HVSR,Gravity,Reflection,Other,
WHZ,-45.8924279,167.9470312,4,B,734,0.281,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,Mw,Manea et al. 2021 unpublished,28,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),725,0.5,Q3,NZVM (2021),0,0.13,0,,,,,,,,,,,,,,
WICS,-39.03563497,177.4147056,19,D,207,0.2065,Q3,Foster et al. (2019) & Perrin et al. (2015),1.5,0.3,Q3,I,Cousins et al. (1996),98,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),8325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WIGC,-42.70118655,172.8003026,1250,D,478,0.017,Q1,Stolte et al. 2021 unpublished,1.2,0.1,Q2,Mw,Kaiser et al. (2013),69,0.096,Q2,0,Stolte et al. (2021) unpublished,475,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WKHS,-37.96145319,176.985474,222,D,206,0.206,Q3,Foster et al. (2019) & Perrin et al. (2015),0.71,0.1,Q1,Mw,Manea et al. 2021 unpublished,88,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WKZ,-44.82702135,169.017562,6,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,275,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
WNAS,-41.32640865,174.8090344,2,D,229,0.02,Q1,Stolte et al. 2021 unpublished,1.12,0.03,Q1,Mw,Stolte et al. 2021 unpublished,66,0.05,Q2,1,Stolte et al. (2021) unpublished,325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WNHS,-41.30077798,174.775514,8,C,493,0.02,Q1,Stolte et al. 2021 unpublished,0.32,0.042,Q1,Mw,Stolte et al. 2021 unpublished,50,0.05,Q2,1,Stolte et al. (2021) unpublished,325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WNKS,-41.28481753,174.7420537,261,C,369,0.008,Q1,Stolte et al. 2021 unpublished,0.31,0.33,Q1,Ms,Stolte et al. 2021 unpublished,39,0.067,Q1,1,Stolte et al. (2021) unpublished,325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WNPS,-44.69458812,169.1429644,229,D,330,0.2,Q3,McVerry (2011),3.4,0.1,Q1,I,Manea et al. 2021 unpublished,253,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WPWS,-39.94386202,176.5843221,5,C,298,0.3435,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,McVerry (2011),48,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),2825,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WRCS,-40.95035201,175.6478165,28,D,500,0.243,Q3,Foster et al. (2019),0.66,0.19,Q1,I,Stolte et al. 2021 unpublished,88,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WSFC,-43.83733232,171.6110115,477,D,500,0.243,Q3,Foster et al. (2019),5.8,0.1,Q1,I,Manea et al. 2021 unpublished,975,0.3,Q3,1,NZVM (2021),1925,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WTMC,-42.61945518,173.0535962,464,D,504,0.032,Q1,Stolte et al. 2021 unpublished,0.58,0.17,Q1,I,Stolte et al. 2021 unpublished,87,0.473,Q2,0,Stolte et al. (2021) unpublished,1525,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WVAS,-43.07155022,170.7371542,256,D,270,0.2,Q3,Cousins et al. (2006),0.6,0.3,Q3,I,Cousins et al. (1996),58,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WVFS,-41.62023192,173.3509046,578,D,294,0.353,Q3,Foster et al. (2019) & Perrin et al. (2015),1.8,0.1,Q1,Mw,Manea et al. 2021 unpublished,153,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),225,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WVHS,-39.75710364,174.6299785,3,C,295,0.3585,Q3,Foster et al. (2019) & Perrin et al. (2015),0.3,0.3,Q3,I,Kaiser et al. 2017,44,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1225,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
WVZ,-43.07435029,170.7367542,117,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ABAZ,-36.600224,174.8323329,29,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),625,0.5,Q3,NZVM (2021),0,0.2,1,,,,,,,,,,,,,,
AKCZ,-43.8721,172.90983,4,B,680,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.3,Q3,1,NZVM (2021),1725,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ALRZ,-38.5620433,176.3430141,344,B,674,0.32,Q3,Foster et al. (2019) & Perrin et al. (2015),0.047,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1025,0.5,Q3,NZVM (2021),0,0,1,,,,,,,,,,,,,,
AMCZ,-43.17654,172.65146,602,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.3,Q3,1,NZVM (2021),2575,0.3,Q3,NZVM (2021),0,0,1,,,,,,,,,,,,,,
ANWZ,-40.45974293,176.4750588,129,C,567,0.355,Q3,Foster et al. (2019) & Perrin et al. (2015),0.585,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
APZ,-46.83180552,167.9888255,9,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,875,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
ARAZ,-38.62769,176.12006,1480,C,409,0.2,Q3,NSHM 2021,0.2,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1975,0.5,Q3,NZVM (2021),0,0,1,,,,,,,,,,,,,,
ARCZ,-43.94705,171.17674,239,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),725,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ARHZ,-39.2631,176.9959,41,C,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.16,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),6175,0.5,Q3,NZVM (2021),0,0.15,0,,,,,,,,,,,,,,
AWAZ,-37.06378,174.64292,334,D,462,0.3825,Q3,Foster et al. (2019) & Perrin et al. (2015),1,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),675,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
AXZ,-45.26557443,169.3312735,7,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,275,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
BBW,-41.71079536,173.8784509,138,C,313,0.3585,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),35,0.3,Q3,1,NZVM (2021),925,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
BCOF,-44.7949436,167.4694075,942,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,1225,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
BHHZ,-39.489284,176.0629288,537,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),825,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
BHW,-41.40823068,174.8711148,291,C,346,0.383,Q3,Foster et al. (2019) & Perrin et al. (2015),0.06,0.1,Q1,I,Manea et al. 2021 unpublished,85,0.3,Q3,1,NZVM (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
BLW,-41.36699113,175.4748727,13,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),2925,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
BRAH,-43.99733906,169.0173769,18,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
BRKS,-45.57481679,166.7410863,2,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,525,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
BSWZ,-41.71491545,173.8757409,23,B,675,0.3475,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),875,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
BSZ,-39.79695519,174.9313721,28,C,500,0.352,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1225,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
BWZ,-44.53005586,169.8830851,3,C,294,0.353,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
CARD,-43.42511,171.94367,486,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),15,0.3,Q3,1,NZVM (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
CAW,-41.10719423,175.0664385,362,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0.68,0,,,,,,,,,,,,,,
CCW,-41.74909708,174.2171551,485,B,604,0.3615,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),95,0.3,Q3,1,NZVM (2021),5325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
CKHZ,-39.65818704,177.0776892,762,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),7125,0.5,Q3,NZVM (2021),0,0,1,,,,,,,,,,,,,,
CMWZ,-41.74901708,174.213825,608,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,95,0.3,Q3,1,NZVM (2021),5325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
CNGZ,-38.48371566,178.2074671,29,B,604,0.3615,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,95,0.5,Q3,1,NZVM (2021),10275,0.5,Q3,NZVM (2021),0,0.12,0,,,,,,,,,,,,,,
CNZ,-39.19824421,175.547982,595,C,275,0.2805,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),45,0.5,Q3,1,NZVM (2021),575,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
COHF,-45.14706367,166.956243,25,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
COLD,-43.6005,172.10262,48,D,493,0.238,Q3,Foster et al. (2019),5.9,0.2,Q2,I,Stolte et al. 2021,615,0.3,Q3,0,NZVM (2021),1625,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
COVZ,-39.19991423,175.5424019,569,B,674,0.32,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),675,0.5,Q3,NZVM (2021),0,0,1,,,,,,,,,,,,,,
CPWZ,-40.9098,176.2016,19,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,8775,0.5,Q3,NZVM (2021),0,0.66,0,,,,,,,,,,,,,,
CRSZ,-42.14457,173.8154,3,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,2325,0.5,Q3,NZVM (2021),0,0.7,0,,,,,,,,,,,,,,
CS2F,-45.05136141,167.0748451,36,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
CTND,-43.47633,172.21852,254,D,500,0.243,Q3,Foster et al. (2019),5.4,0.2,Q2,I,Stolte et al. 2021,575,0.3,Q3,0,NZVM (2021),1325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
D04C,-43.51198,172.67323,13,D,188,0.153,Q3,Foster et al. (2019),5.2,0.2,Q2,I,Stolte et al. 2021,625,0.3,Q3,0,NZVM (2021),2325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
D10C,-43.5324,172.632732,564,D,181,0.135,Q3,Foster et al. (2019),2.7,0.2,Q2,I,Stolte et al. 2021,555,0.3,Q3,0,NZVM (2021),2275,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
DAGG,-45.41491224,166.8417339,483,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
DFE,-39.32574342,174.1038637,282,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),3275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
DIW,-40.80047458,173.9221554,94,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,1.2,0,,,,,,,,,,,,,,
DKCV,-45.72383077,166.6405217,3,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,675,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
DREZ,-39.18883086,174.2009555,360,D,364,0.389,Q3,Foster et al. (2019) & Perrin et al. (2015),1.5,0.3,Q3,I,Kaiser et al. 2017,75,0.5,Q3,1,NZVM (2021),1875,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
DRZ,-39.27527581,175.5635419,1129,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,325,0.5,Q3,NZVM (2021),0,1.15,1,,,,,,,,,,,,,,
DUVC,-43.74443,172.93631,327,C,561,0.3215,Q3,Foster et al. (2019) & Perrin et al. (2015),0.29,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.3,Q3,1,NZVM (2021),1425,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
DUWZ,-40.80171461,173.9216454,4,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,1.2,0,,,,,,,,,,,,,,
DVHZ,-40.29885874,176.1666155,168,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ECNZ,-38.63903427,176.1004908,444,C,602,0.4175,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),2025,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
EDRZ,-38.1065054,176.7392605,2,B,673,0.314,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),725,0.5,Q3,NZVM (2021),0,1.1,1,,,,,,,,,,,,,,
ELDF,-44.9035557,167.319814,59,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,975,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
EPAZ,-36.875472,174.743594,70,C,569,0.442,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1125,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ESND,-43.53135,172.11419,83,D,500,0.243,Q3,Foster et al. (2019),5.7,0.2,Q2,I,Stolte et al. 2021,665,0.3,Q3,0,NZVM (2021),1475,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ETAZ,-36.9535,174.9278,242,B,1000,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),15,0.3,Q3,1,NSHM (2021) ,825,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
ETVZ,-39.1357,175.7106,24,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),1475,0.5,Q3,NZVM (2021),0,0.83,0,,,,,,,,,,,,,,
EYCZ,-43.42136,172.35544,265,D,500,0.243,Q3,Foster et al. (2019),6.2,0.1,Q1,I,Stolte et al. 2021,845,0.3,Q3,0,NZVM (2021),1725,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
FBYF,-45.30306757,166.8220402,315,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
FWVZ,-39.25494537,175.5529518,76,B,657,0.358,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0.13,0,,,,,,,,,,,,,,
GCSZ,-43.31601,170.32673,300,D,271,0.2705,Q3,Foster et al. (2019) & Perrin et al. (2015),0.8,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
GFW,-41.45498927,173.8306514,907,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),25,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
GLOS,-41.857299,173.821803,440,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),1125,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
GRRZ,-38.34967,176.10993,535,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),35,0.5,Q3,1,NZVM (2021),2125,0.5,Q3,NZVM (2021),0,0,1,,,,,,,,,,,,,,
HARZ,-38.08942456,176.5021977,34,B,683,0.344,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),45,0.5,Q3,1,NZVM (2021),2125,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
HATZ,-38.89076924,176.0920998,198,C,612,0.3855,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),925,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
HBAZ,-36.85013,174.73041,127,B,800,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1175,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
HBZ,-37.59741914,178.3015211,88,B,638,0.3765,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),2975,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
HHSZ,-45.88435567,170.5977667,197,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,375,0.5,Q3,NZVM (2021),0,0,1,,,,,,,,,,,,,,
HIZ,-38.51292897,174.8556861,6,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),475,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
HLRZ,-38.25191733,176.3521953,460,B,612,0.3855,Q3,Foster et al. (2019) & Perrin et al. (2015),0.09,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),2275,0.5,Q3,NZVM (2021),0,0.5,1,,,,,,,,,,,,,,
HOWZ,-40.89733052,175.515085,377,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
HRRZ,-38.39012983,176.2837539,340,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0.9,1,,,,,,,,,,,,,,
HSRZ,-38.3113,176.2449,361,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0.5,1,,,,,,,,,,,,,,
INFR,-38.282,176.3991,82,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1925,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KAAZ,-36.82227751,174.7036106,25,B,800,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),75,0.5,Q3,1,NZVM (2021),1225,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KAHZ,-39.79421,176.87661,21,B,604,0.3615,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),6925,0.5,Q3,NZVM (2021),0,0.55,0,,,,,,,,,,,,,,
KARZ,-38.02022269,176.2442748,553,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1475,0.5,Q3,NZVM (2021),0,0.71,1,,,,,,,,,,,,,,
KATZ,-38.97490003,175.6948346,485,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1775,0.5,Q3,NZVM (2021),0,0.76,0,,,,,,,,,,,,,,
KAVZ,-39.09574235,175.6459836,110,B,603,0.3825,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),35,0.5,Q3,1,NZVM (2021),1075,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KBAZ,-37.09468272,174.8885518,54,C,428,0.392,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),775,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KHEZ,-39.2942,174.0145,952,B,636,0.3755,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),2125,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KIW,-40.8608783,174.9097275,284,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),225,0.5,Q3,NZVM (2021),0,1.8,0,,,,,,,,,,,,,,
KMRZ,-37.8456,175.9416,357,C,467,0.2,Q3,NSHM 2021,0.132,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1425,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KQ01,-38.05468,176.74937,297,D,246,0.25,Q3,Foster et al. (2019) & Perrin et al. (2015),0.67,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KQ02,-38.0762,176.73998,448,C,244,0.249,Q3,Foster et al. (2019) & Perrin et al. (2015),0.57,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
KQ03,-38.05252,176.77281,5,B,589,0.4175,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),475,0.5,Q3,NZVM (2021),0,0.9,1,,,,,,,,,,,,,,
